album,popularity,artist,name,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Sometimes I Might Be Introvert,57,Little Simz,Speed,160986,True,2021-09-03,0.635,0.635,-6.275,0.0678,0.133,0.116,0.098,0.718,97.767
Sometimes I Might Be Introvert,56,Little Simz,Standing Ovation,248186,True,2021-09-03,0.457,0.86,-6.29,0.222,0.53,0.0,0.147,0.58,104.728
Sometimes I Might Be Introvert,57,Little Simz,I See You,238026,True,2021-09-03,0.752,0.517,-11.744,0.262,0.418,0.000191,0.157,0.559,77.052
Sometimes I Might Be Introvert,53,Little Simz,The Rapper That Came To Tea - Interlude,165133,False,2021-09-03,0.405,0.424,-9.035,0.046,0.932,0.0139,0.0825,0.423,130.474
Sometimes I Might Be Introvert,57,Little Simz,Rollin Stone,219400,True,2021-09-03,0.699,0.316,-10.925,0.428,0.155,0.0,0.105,0.595,130.759
Sometimes I Might Be Introvert,55,Little Simz,Protect My Energy,188800,True,2021-09-03,0.73,0.822,-7.458,0.0314,0.00493,0.473,0.0997,0.962,115.015
Sometimes I Might Be Introvert,51,Little Simz,Never Make Promises - Interlude,62173,False,2021-09-03,0.763,0.373,-9.85,0.0321,0.845,0.0,0.416,0.927,81.063
Sometimes I Might Be Introvert,63,Little Simz,Point and Kill,185600,False,2021-09-03,0.944,0.573,-9.667,0.106,0.421,0.0015,0.133,0.804,98.022
Sometimes I Might Be Introvert,56,Little Simz,Fear No Man,243586,True,2021-09-03,0.606,0.788,-6.955,0.0707,0.613,0.0106,0.185,0.887,98.587
Sometimes I Might Be Introvert,51,Little Simz,The Garden - Interlude,158600,False,2021-09-03,0.217,0.242,-14.213,0.0476,0.969,0.952,0.226,0.0388,124.221
Sometimes I Might Be Introvert,53,Little Simz,How Did You Get Here,296826,True,2021-09-03,0.673,0.606,-9.21,0.169,0.894,1.18e-05,0.1,0.41,73.058
Sometimes I Might Be Introvert,54,Little Simz,Miss Understood,208000,True,2021-09-03,0.731,0.571,-11.682,0.216,0.363,9.22e-06,0.525,0.526,96.017
Ground Control,53,Rudimental,Come Over (feat. Anne-Marie & Tion Wayne),206657,False,2021-09-03,0.797,0.672,-6.135,0.0477,0.0442,0.0027,0.149,0.561,131.978
Ground Control,41,Rudimental,Jumper (feat. Kareen Lomax),194793,False,2021-09-03,0.727,0.725,-4.725,0.0382,0.0911,0.00117,0.163,0.825,130.016
Ground Control,51,Rudimental,Straight From The Heart (feat. Nørskov),208555,False,2021-09-03,0.774,0.921,-5.459,0.0497,0.0406,0.0351,0.11,0.642,123.937
Ground Control,53,Rudimental,Ghost (feat. Hardy Caprio) - Refix,193444,False,2021-09-03,0.826,0.685,-6.724,0.208,0.267,0.000738,0.291,0.554,133.975
Ground Control,42,Rudimental,Remember Their Names (feat. Josh Barry),312445,False,2021-09-03,0.552,0.772,-6.568,0.0484,0.0348,0.00698,0.106,0.588,174.01
Ground Control,9,Rudimental,Be Somebody,224826,False,2021-09-03,0.505,0.722,-5.986,0.0499,0.0163,0.000574,0.144,0.118,167.86
Ground Control,55,Rudimental,"Be the One (feat. MORGAN, Digga D & TIKE)",185530,False,2021-09-03,0.846,0.726,-3.376,0.0635,0.094,2e-06,0.0304,0.79,131.974
Ground Control,39,Rudimental,Handle My Own (feat. Ella Henderson),208548,False,2021-09-03,0.76,0.88,-5.432,0.0392,0.0171,0.000401,0.109,0.783,122.013
Ground Control,43,Rudimental,So Sorry,231896,False,2021-09-03,0.639,0.463,-10.716,0.0532,0.446,0.135,0.133,0.601,129.931
Ground Control,38,Rudimental,Distance (feat. Maverick Sabre & Kojey Radical),232556,False,2021-09-03,0.546,0.616,-7.79,0.0475,0.0172,2.24e-05,0.116,0.129,159.795
Ground Control,36,Rudimental,Instajets (feat. BackRoad Gee),155478,True,2021-09-03,0.798,0.84,-5.731,0.119,0.002,0.000213,0.034,0.872,132.038
Ground Control,32,Rudimental,Krazy (feat. Afronaut Zu),165511,False,2021-09-03,0.877,0.89,-5.247,0.0601,0.00879,0.687,0.0885,0.932,130.009
Ground Control,36,Rudimental,Make You Move (feat. Nørskov & Keeya Keys),200025,False,2021-09-03,0.789,0.719,-6.308,0.0554,0.0317,0.00456,0.0607,0.888,132.02
Ground Control,34,Rudimental,Hostess (feat. MORGAN),189538,True,2021-09-03,0.679,0.803,-5.699,0.102,0.0294,7.92e-06,0.072,0.396,88.059
Ground Control,33,Rudimental,C’est Fini (feat. RV & Lowkey),195026,True,2021-09-03,0.812,0.717,-7.626,0.143,0.115,0.000164,0.119,0.553,120.01
Ground Control,32,Rudimental,Keep Your Head Up (feat. Hamzaa & House Gospel Choir),317444,False,2021-09-03,0.715,0.711,-7.008,0.037,0.00658,0.00509,0.12,0.473,123.992
I Still Have Faith In You / Don't Shut Me Down,69,ABBA,I Still Have Faith In You,310720,False,2021-09-02,0.207,0.363,-7.296,0.0306,0.418,5.24e-06,0.128,0.358,74.278
I Still Have Faith In You / Don't Shut Me Down,74,ABBA,Don't Shut Me Down,238800,False,2021-09-02,0.719,0.604,-7.395,0.0281,0.105,0.0,0.107,0.565,99.993
The Yearbook,29,Baby Queen,Baby Kingdom,85106,False,2021-09-03,0.831,0.84,-8.135,0.185,0.0372,0.117,0.111,0.637,120.049
The Yearbook,49,Baby Queen,Raw Thoughts,205760,True,2021-09-03,0.639,0.828,-4.791,0.0412,0.0249,0.0,0.0736,0.751,114.021
The Yearbook,54,Baby Queen,You Shaped Hole,179253,True,2021-09-03,0.608,0.883,-3.983,0.0462,0.162,0.0,0.276,0.834,94.97
The Yearbook,44,Baby Queen,American Dream,259066,False,2021-09-03,0.647,0.622,-6.537,0.0325,0.0049,8.13e-06,0.0967,0.335,120.049
The Yearbook,39,Baby Queen,Narcissist,187746,True,2021-09-03,0.617,0.579,-6.157,0.0442,0.174,0.0,0.131,0.654,74.988
The Yearbook,49,Baby Queen,Dover Beach,218053,False,2021-09-03,0.581,0.832,-5.48,0.0514,0.0753,0.0,0.0773,0.678,99.908
The Yearbook,28,Baby Queen,Dover Beach Pt. 2,122480,False,2021-09-03,0.448,0.254,-17.772,0.0638,0.788,0.0178,0.109,0.13,96.038
The Yearbook,32,Baby Queen,These Drugs,242040,True,2021-09-03,0.557,0.61,-5.749,0.03,0.00841,2.43e-06,0.107,0.168,93.064
The Yearbook,31,Baby Queen,Fake Believe,224706,False,2021-09-03,0.506,0.643,-6.711,0.0909,0.108,0.0,0.194,0.258,186.024
The Yearbook,30,Baby Queen,I'm A Mess,181933,True,2021-09-03,0.674,0.608,-7.315,0.0304,0.289,0.0,0.247,0.42,119.954
damnshestamil,36,Priya Ragu,Leaf High,201840,False,2021-09-03,0.357,0.751,-5.427,0.0792,0.0185,3.4e-06,0.329,0.443,79.799
damnshestamil,45,Priya Ragu,Good Love 2.0,174062,False,2021-09-03,0.782,0.568,-4.75,0.0756,0.0453,0.000666,0.399,0.516,106.463
damnshestamil,43,Priya Ragu,Lockdown,164386,False,2021-09-03,0.758,0.855,-3.652,0.0402,0.0228,1.39e-05,0.404,0.801,112.455
damnshestamil,35,Priya Ragu,Lighthouse,238813,False,2021-09-03,0.385,0.696,-5.883,0.117,0.0151,0.0,0.288,0.505,97.015
damnshestamil,32,Priya Ragu,Anything,247213,True,2021-09-03,0.66,0.67,-7.612,0.043,0.0551,0.00259,0.974,0.161,94.977
damnshestamil,41,Priya Ragu,Chicken Lemon Rice,153018,False,2021-09-03,0.516,0.895,-5.77,0.0919,0.000376,0.54,0.492,0.694,199.923
damnshestamil,32,Priya Ragu,Deli,217093,False,2021-09-03,0.697,0.692,-6.382,0.057,0.107,0.0,0.664,0.712,112.498
damnshestamil,39,Priya Ragu,Kamali,192826,False,2021-09-03,0.683,0.752,-6.076,0.119,0.0867,0.000456,0.899,0.572,95.025
damnshestamil,38,Priya Ragu,Forgot About,218323,False,2021-09-03,0.547,0.532,-5.263,0.0328,0.339,4.52e-06,0.411,0.431,67.02
damnshestamil,32,Priya Ragu,Santhosam (Bonus Track),343320,False,2021-09-03,0.302,0.84,-6.123,0.18,0.193,2.13e-05,0.14,0.358,78.816
gg bb xx,60,LANY,get away,185004,False,2021-09-03,0.672,0.553,-7.166,0.0306,0.0336,0.0,0.0721,0.373,126.027
gg bb xx,60,LANY,up to me,167960,False,2021-09-03,0.664,0.721,-8.712,0.0367,0.0563,0.000554,0.0745,0.747,120.99
gg bb xx,59,LANY,"never mind, let's break up",162316,False,2021-09-03,0.658,0.74,-6.631,0.0331,0.0992,0.0,0.186,0.285,101.026
gg bb xx,60,LANY,dna,177382,False,2021-09-03,0.693,0.572,-8.486,0.0467,0.251,0.0,0.116,0.519,100.074
gg bb xx,56,LANY,"roll over, baby",204439,False,2021-09-03,0.533,0.55,-8.499,0.0864,0.205,1.72e-06,0.0331,0.367,193.826
gg bb xx,54,LANY,live it down,198507,False,2021-09-03,0.344,0.388,-11.456,0.0356,0.597,0.0,0.0741,0.429,131.156
gg bb xx,67,LANY,dancing in the kitchen,208808,False,2021-09-03,0.646,0.736,-7.658,0.0396,0.0334,0.0,0.0807,0.28,94.024
gg bb xx,70,LANY,ex i never had,201442,False,2021-09-03,0.65,0.388,-7.065,0.0332,0.306,0.0,0.114,0.628,96.001
gg bb xx,57,LANY,somewhere,216316,False,2021-09-03,0.753,0.34,-7.717,0.0441,0.0426,0.0,0.0909,0.325,136.969
gg bb xx,57,LANY,care less,198595,False,2021-09-03,0.587,0.712,-6.628,0.0308,0.0483,3.02e-06,0.0941,0.496,121.987
gg bb xx,55,LANY,’til i don't,179037,False,2021-09-03,0.641,0.474,-8.728,0.0296,0.15,0.0,0.0753,0.369,102.083
gg bb xx,52,LANY,one minute left to live,193287,False,2021-09-03,0.251,0.26,-12.582,0.0344,0.89,0.0,0.0528,0.181,75.539
Human Again,35,Joy Anonymous,JOY (Overcome),216546,False,2021-09-03,0.624,0.747,-4.638,0.0739,0.0731,2.63e-06,0.405,0.523,125.865
Human Again,31,Joy Anonymous,JOY (Meet Me In My Dreams),218849,False,2021-09-03,0.738,0.774,-5.628,0.0982,0.208,3.66e-05,0.157,0.803,116.933
Human Again,20,Joy Anonymous,JOY (Almost There),179387,False,2021-09-03,0.716,0.799,-4.392,0.0437,0.252,0.00294,0.344,0.73,99.034
Human Again,22,Joy Anonymous,JOY (You Got To Learn),199060,False,2021-09-03,0.459,0.71,-6.342,0.247,0.237,0.000108,0.168,0.526,125.725
Human Again,29,Joy Anonymous,JOY (Where I Wanna Be),210703,False,2021-09-03,0.66,0.891,-5.726,0.313,0.633,0.0,0.0867,0.674,127.926
Human Again,18,Joy Anonymous,JOY (Take To The Light),194402,False,2021-09-03,0.694,0.885,-6.409,0.068,0.34,0.0546,0.107,0.43,116.014
Human Again,20,Joy Anonymous,JOY (Man Like),193511,False,2021-09-03,0.706,0.528,-7.812,0.052,0.212,0.641,0.1,0.707,96.032
Human Again,16,Joy Anonymous,JOY (Check The Tides),213952,False,2021-09-03,0.394,0.744,-11.192,0.514,0.746,1.57e-06,0.418,0.456,112.11
Human Again,44,Joy Anonymous,JOY (Not Sure What I'm Going Through),197956,False,2021-09-03,0.78,0.247,-12.14,0.103,0.832,0.664,0.106,0.581,129.975
Human Again,19,Joy Anonymous,JOY (If I Held Your Hand),248294,False,2021-09-03,0.607,0.583,-9.075,0.114,0.388,0.0276,0.117,0.352,117.933
Human Again,27,Joy Anonymous,JOY (Human Again),196778,False,2021-09-03,0.682,0.742,-5.939,0.084,0.134,0.00103,0.661,0.791,94.992
Dawn Of Chromatica,53,Lady Gaga,Alice - LSDXOXO Remix,160395,False,2021-09-03,0.908,0.808,-5.424,0.0671,0.121,0.0688,0.147,0.751,122.948
Dawn Of Chromatica,55,Lady Gaga,Stupid Love - COUCOU CHLOE Remix,156846,False,2021-09-03,0.772,0.817,-5.729,0.146,0.00275,0.75,0.158,0.462,128.047
Dawn Of Chromatica,55,Lady Gaga,Rain On Me (with Ariana Grande) - Arca Remix,263473,False,2021-09-03,0.644,0.637,-8.004,0.0734,0.334,0.0002,0.341,0.306,122.998
Dawn Of Chromatica,57,Lady Gaga,Free Woman - Rina Sawayama & Clarence Clarity Remix,233901,False,2021-09-03,0.574,0.961,-3.753,0.157,0.0254,0.0,0.137,0.312,119.053
Dawn Of Chromatica,67,Lady Gaga,Fun Tonight - Pabllo Vittar Remix,140968,False,2021-09-03,0.642,0.915,-3.323,0.0367,0.00693,0.0,0.0751,0.843,131.969
Dawn Of Chromatica,59,Lady Gaga,911 - Charli XCX & A. G. Cook Remix,253642,False,2021-09-03,0.6,0.812,-4.799,0.0515,0.146,5.56e-06,0.363,0.355,122.908
Dawn Of Chromatica,61,Lady Gaga,Plastic Doll - Ashnikko Remix,149527,False,2021-09-03,0.671,0.845,-4.12,0.067,0.0339,0.0,0.12,0.834,145.044
Dawn Of Chromatica,57,Lady Gaga,Sour Candy (with BLACKPINK) - Shygirl & Mura Masa Remix,225325,False,2021-09-03,0.816,0.526,-7.511,0.045,0.143,0.384,0.0959,0.183,119.972
Dawn Of Chromatica,49,Lady Gaga,Enigma - Doss Remix,270781,False,2021-09-03,0.762,0.822,-5.878,0.0517,0.0182,0.173,0.114,0.0387,123.971
Dawn Of Chromatica,57,Lady Gaga,Replay - Dorian Electra Remix,229406,False,2021-09-03,0.621,0.751,-4.304,0.187,0.0053,0.0,0.145,0.491,124.965
Dawn Of Chromatica,52,Lady Gaga,"Sine From Above (with Elton John) - Chester Lockhart, Mood Killer & Lil Texas Remix",250140,False,2021-09-03,0.457,0.73,-4.222,0.283,0.103,0.0,0.317,0.528,135.904
Dawn Of Chromatica,48,Lady Gaga,1000 Doves - Planningtorock Remix,305167,False,2021-09-03,0.66,0.536,-8.925,0.0418,0.000474,0.928,0.337,0.379,129.003
Dawn Of Chromatica,53,Lady Gaga,Babylon - Bree Runway & Jimmy Edgar Remix,168173,False,2021-09-03,0.814,0.883,-5.071,0.0732,0.04,0.0,0.383,0.502,115.987
Dawn Of Chromatica,56,Lady Gaga,Babylon - Haus Labs Version,181534,False,2021-09-03,0.808,0.967,-3.036,0.0654,0.057,0.0121,0.176,0.76,111.971
Senjutsu,60,Iron Maiden,Senjutsu,500170,False,2021-09-03,0.347,0.885,-6.121,0.0615,0.000171,0.0892,0.217,0.466,180.172
Senjutsu,60,Iron Maiden,Stratego,299946,False,2021-09-03,0.473,0.968,-7.297,0.0642,0.000144,0.0347,0.612,0.465,138.054
Senjutsu,65,Iron Maiden,The Writing On The Wall,373898,False,2021-09-03,0.402,0.912,-5.447,0.0442,0.00158,0.000179,0.0923,0.566,90.045
Senjutsu,58,Iron Maiden,Lost In A Lost World,571584,False,2021-09-03,0.251,0.871,-6.414,0.0871,0.00407,0.00751,0.108,0.206,92.975
Senjutsu,62,Iron Maiden,Days Of Future Past,243754,False,2021-09-03,0.433,0.92,-4.738,0.0409,0.000576,5.5e-05,0.123,0.476,92.466
Senjutsu,57,Iron Maiden,The Time Machine,429443,False,2021-09-03,0.297,0.889,-5.287,0.0607,0.00654,0.000211,0.118,0.316,116.65
Senjutsu,56,Iron Maiden,Darkest Hour,440464,False,2021-09-03,0.222,0.925,-5.939,0.24,0.0542,0.0863,0.395,0.162,133.772
Senjutsu,56,Iron Maiden,Death Of The Celts,620403,False,2021-09-03,0.291,0.804,-5.807,0.0414,0.00711,0.21,0.12,0.26,134.561
Senjutsu,56,Iron Maiden,The Parchment,758990,False,2021-09-03,0.149,0.924,-5.345,0.0933,0.0141,0.219,0.107,0.212,80.234
Senjutsu,58,Iron Maiden,Hell On Earth,679134,False,2021-09-03,0.298,0.842,-6.692,0.0563,0.00952,0.0299,0.0846,0.0628,132.65
Donda,49,Kanye West,Donda Chant,52061,False,2021-08-29,0.702,0.0474,-15.198,0.526,0.00516,1.22e-06,0.147,0.175,102.983
Donda,61,Kanye West,Jail,297000,False,2021-08-29,0.458,0.571,-6.739,0.0949,0.535,0.000305,0.0846,0.586,110.013
Donda,55,Kanye West,God Breathed,333461,False,2021-08-29,0.325,0.311,-7.481,0.0442,0.289,6.74e-05,0.11,0.0789,92.744
Donda,63,Kanye West,Off The Grid,339249,False,2021-08-29,0.546,0.64,-5.582,0.37,0.0438,0.0,0.137,0.63,137.728
Donda,67,Kanye West,Hurricane,243187,False,2021-08-29,0.587,0.561,-6.569,0.146,0.0466,0.0,0.109,0.351,80.009
Donda,60,Kanye West,Praise God,226652,False,2021-08-29,0.798,0.545,-6.466,0.168,0.00904,9.48e-05,0.258,0.212,118.029
Donda,57,Kanye West,Jonah,195170,False,2021-08-29,0.459,0.431,-8.375,0.256,0.795,0.0,0.274,0.128,177.3
Donda,56,Kanye West,Ok Ok,204629,False,2021-08-29,0.738,0.471,-9.208,0.402,0.319,1.28e-06,0.13,0.283,107.98
Donda,55,Kanye West,Junya,147668,False,2021-08-29,0.752,0.69,-3.948,0.0642,0.27,0.0,0.303,0.396,148.07
Donda,58,Kanye West,Believe What I Say,242400,False,2021-08-29,0.595,0.656,-7.868,0.247,0.148,0.0,0.47,0.416,99.811
Donda,55,Kanye West,24,197898,False,2021-08-29,0.386,0.534,-6.086,0.0389,0.129,0.0,0.351,0.343,110.057
Donda,56,Kanye West,Remote Control,198613,False,2021-08-29,0.792,0.548,-7.079,0.082,0.0784,7.26e-05,0.167,0.197,110.105
Donda,63,Kanye West,Moon,156091,False,2021-08-29,0.319,0.236,-9.644,0.0318,0.898,1.62e-05,0.272,0.254,162.351
Donda,57,Kanye West,Heaven and Hell,145301,False,2021-08-29,0.764,0.422,-7.265,0.119,0.0409,0.0,0.152,0.268,82.986
Donda,53,Kanye West,Donda,128313,False,2021-08-29,0.534,0.491,-7.945,0.0545,0.849,0.0,0.192,0.428,105.989
Donda,54,Kanye West,Keep My Spirit Alive,221385,False,2021-08-29,0.467,0.655,-6.548,0.338,0.245,0.000172,0.167,0.0627,166.382
Donda,54,Kanye West,Jesus Lord,538536,False,2021-08-29,0.477,0.713,-6.805,0.126,0.0984,0.00844,0.0879,0.113,106.137
Donda,54,Kanye West,New Again,183296,False,2021-08-29,0.679,0.673,-5.17,0.189,0.066,0.0,0.479,0.295,91.112
Donda,50,Kanye West,Tell The Vision,104218,False,2021-08-29,0.714,0.417,-11.085,0.0426,0.209,0.0,0.105,0.213,144.064
Donda,53,Kanye West,Lord I Need You,162108,False,2021-08-29,0.711,0.428,-7.274,0.307,0.145,0.0,0.534,0.197,83.036
Donda,56,Kanye West,Pure Souls,358621,False,2021-08-29,0.381,0.528,-6.997,0.0449,0.102,0.0,0.269,0.256,97.207
Donda,54,Kanye West,Come to Life,310393,False,2021-08-29,0.44,0.465,-6.592,0.0318,0.689,1.26e-06,0.384,0.241,126.937
Donda,57,Kanye West,No Child Left Behind,178061,False,2021-08-29,0.161,0.327,-8.059,0.0341,0.00632,0.792,0.138,0.0815,135.382
Donda,54,Kanye West,Jail pt 2,297000,False,2021-08-29,0.7,0.572,-6.459,0.0515,0.453,0.0,0.0871,0.686,109.985
Donda,51,Kanye West,Ok Ok pt 2,204629,False,2021-08-29,0.641,0.473,-9.068,0.422,0.406,2.14e-06,0.13,0.412,82.295
Donda,50,Kanye West,Junya pt 2,182635,False,2021-08-29,0.753,0.767,-3.773,0.0731,0.309,0.0,0.279,0.258,148.13
Donda,49,Kanye West,Jesus Lord pt 2,690731,False,2021-08-29,0.524,0.726,-6.628,0.0941,0.0705,0.0192,0.0877,0.146,107.4
Only Honest On The Weekend,45,Becky Hill,I Got You,190266,True,2021-08-27,0.568,0.728,-4.418,0.182,0.0746,4.2e-06,0.349,0.62,195.984
Only Honest On The Weekend,58,Becky Hill,Last Time,214373,False,2021-08-27,0.731,0.793,-2.36,0.0744,0.291,0.0,0.14,0.752,123.901
Only Honest On The Weekend,46,Becky Hill,Make It Hard To Love You,199666,False,2021-08-27,0.716,0.815,-3.909,0.0445,0.0291,0.0,0.136,0.531,121.992
Only Honest On The Weekend,57,Becky Hill,Better Off Without You (feat. Shift K3Y),198493,False,2021-08-27,0.692,0.858,-3.268,0.0418,0.0679,0.0,0.0944,0.278,124.014
Only Honest On The Weekend,74,Becky Hill,Remember (and David Guetta),161386,False,2021-08-27,0.626,0.864,-3.12,0.0378,0.0682,0.0,0.087,0.555,123.833
Only Honest On The Weekend,44,Becky Hill,Perfect People,183453,False,2021-08-27,0.331,0.349,-6.255,0.0322,0.896,0.0,0.216,0.265,165.191
Only Honest On The Weekend,73,Becky Hill,My Heart Goes (La Di Da) (feat. Topic),148960,False,2021-08-27,0.695,0.781,-5.578,0.0452,0.0185,3.12e-05,0.295,0.456,124.04
Only Honest On The Weekend,46,Becky Hill,Could Be My Somebody (feat. S1mba),195893,False,2021-08-27,0.828,0.758,-5.208,0.0422,0.0385,2.61e-06,0.088,0.845,129.998
Only Honest On The Weekend,49,Becky Hill,Business (with Ella Eyre),197720,True,2021-08-27,0.641,0.869,-2.518,0.157,0.101,0.0,0.115,0.804,148.114
Only Honest On The Weekend,37,Becky Hill,Waiting Not Looking,124200,False,2021-08-27,0.628,0.832,-5.76,0.038,0.0521,0.0219,0.0878,0.235,156.955
Only Honest On The Weekend,38,Becky Hill,Distance,175733,False,2021-08-27,0.514,0.453,-6.253,0.0393,0.776,0.0,0.102,0.204,129.596
Only Honest On The Weekend,43,Becky Hill,Lessons (feat. Banx & Ranx),187920,True,2021-08-27,0.71,0.707,-5.178,0.19,0.145,0.0,0.168,0.69,112.819
Only Honest On The Weekend,60,Becky Hill,Heaven On My Mind (with Sigala),193360,False,2021-08-27,0.708,0.883,-3.068,0.0773,0.0309,0.0,0.191,0.667,125.04
Only Honest On The Weekend,39,Becky Hill,Is Anybody There,196600,False,2021-08-27,0.683,0.644,-4.853,0.0569,0.0405,0.0,0.123,0.384,120.031
Only Honest On The Weekend,49,Becky Hill,Through The Night (feat. 220 KID),168960,False,2021-08-27,0.62,0.754,-2.724,0.0336,0.291,0.0,0.0552,0.59,123.977
"If I Can’t Have Love, I Want Power",66,Halsey,The Tradition,226373,False,2021-08-27,0.43,0.262,-7.605,0.0315,0.78,0.0,0.111,0.244,105.822
"If I Can’t Have Love, I Want Power",66,Halsey,Bells in Santa Fe,217653,True,2021-08-27,0.651,0.489,-8.264,0.0315,0.613,0.00644,0.387,0.395,149.986
"If I Can’t Have Love, I Want Power",66,Halsey,Easier than Lying,206346,False,2021-08-27,0.474,0.869,-4.067,0.17,8.36e-05,0.46,0.123,0.33,181.992
"If I Can’t Have Love, I Want Power",67,Halsey,Lilith,167240,True,2021-08-27,0.691,0.772,-7.616,0.26,0.0413,0.0,0.0654,0.47,84.003
"If I Can’t Have Love, I Want Power",65,Halsey,Girl is a Gun,146546,False,2021-08-27,0.639,0.873,-4.64,0.0395,0.00478,1.16e-05,0.125,0.704,150.01
"If I Can’t Have Love, I Want Power",65,Halsey,You asked for this,265520,True,2021-08-27,0.303,0.812,-4.95,0.0557,0.0115,0.0,0.371,0.168,139.052
"If I Can’t Have Love, I Want Power",65,Halsey,Darling,182000,False,2021-08-27,0.538,0.284,-9.681,0.0314,0.845,0.0,0.211,0.581,86.973
"If I Can’t Have Love, I Want Power",65,Halsey,1121,162520,False,2021-08-27,0.606,0.293,-7.519,0.0294,0.283,0.0,0.094,0.127,121.936
"If I Can’t Have Love, I Want Power",69,Halsey,honey,173840,True,2021-08-27,0.471,0.857,-5.069,0.0614,0.000499,5.44e-05,0.0682,0.393,160.069
"If I Can’t Have Love, I Want Power",64,Halsey,Whispers,191693,True,2021-08-27,0.58,0.382,-11.421,0.0799,0.558,1.19e-06,0.0962,0.217,79.11
"If I Can’t Have Love, I Want Power",73,Halsey,"I am not a woman, I'm a god",176413,False,2021-08-27,0.523,0.702,-6.74,0.0462,0.00397,0.0325,0.063,0.494,179.992
"If I Can’t Have Love, I Want Power",64,Halsey,The Lighthouse,273386,False,2021-08-27,0.324,0.614,-6.217,0.0338,0.137,0.000633,0.305,0.295,123.145
"If I Can’t Have Love, I Want Power",63,Halsey,Ya'aburnee,188413,False,2021-08-27,0.717,0.184,-13.578,0.0417,0.742,1.01e-05,0.0968,0.21,131.938
You Signed Up For This,58,Maisie Peters,You Signed Up For This,195133,False,2021-08-27,0.571,0.761,-4.748,0.143,0.398,1.08e-05,0.127,0.217,129.889
You Signed Up For This,68,Maisie Peters,I’m Trying (Not Friends),163946,True,2021-08-27,0.745,0.673,-5.071,0.207,0.144,1.32e-06,0.0455,0.895,89.939
You Signed Up For This,59,Maisie Peters,John Hughes Movie,216493,False,2021-08-27,0.445,0.83,-3.03,0.0885,0.0303,0.000117,0.261,0.135,94.222
You Signed Up For This,54,Maisie Peters,Outdoor Pool,196680,False,2021-08-27,0.574,0.591,-5.988,0.224,0.768,1.96e-06,0.102,0.37,82.701
You Signed Up For This,56,Maisie Peters,Love Him I Don’t,195546,False,2021-08-27,0.61,0.444,-6.259,0.0648,0.677,0.0,0.0681,0.357,139.697
You Signed Up For This,64,Maisie Peters,Psycho,184640,False,2021-08-27,0.562,0.765,-2.967,0.21,0.613,0.0,0.0774,0.707,118.879
You Signed Up For This,57,Maisie Peters,Boy,178013,False,2021-08-27,0.781,0.738,-3.885,0.195,0.309,5.87e-05,0.0894,0.912,95.117
You Signed Up For This,53,Maisie Peters,Hollow,216173,False,2021-08-27,0.46,0.575,-4.368,0.0326,0.479,0.0,0.144,0.322,78.003
You Signed Up For This,55,Maisie Peters,Villain,225413,False,2021-08-27,0.539,0.677,-6.385,0.058,0.431,0.000178,0.0939,0.254,165.96
You Signed Up For This,54,Maisie Peters,Brooklyn,183506,False,2021-08-27,0.777,0.563,-7.403,0.078,0.608,0.000148,0.0985,0.386,105.957
You Signed Up For This,59,Maisie Peters,Elvis Song,190013,False,2021-08-27,0.575,0.691,-5.117,0.0468,0.353,0.0,0.107,0.48,91.908
You Signed Up For This,52,Maisie Peters,Talking To Strangers,190653,False,2021-08-27,0.642,0.425,-7.587,0.0311,0.796,1.29e-05,0.103,0.399,97.799
You Signed Up For This,55,Maisie Peters,Volcano,208320,False,2021-08-27,0.48,0.549,-7.792,0.1,0.739,1.55e-06,0.0886,0.595,84.298
You Signed Up For This,52,Maisie Peters,Tough Act,217133,False,2021-08-27,0.458,0.378,-5.377,0.0333,0.884,0.0,0.109,0.345,149.629
3 Th3 Album,33,Not3s,Take Me In,168901,True,2021-08-27,0.334,0.542,-6.087,0.199,0.222,0.000473,0.164,0.414,196.82
3 Th3 Album,40,Not3s,One More Time (feat. AJ Tracey),164298,True,2021-08-27,0.743,0.748,-5.305,0.282,0.0819,0.0,0.0973,0.768,141.885
3 Th3 Album,39,Not3s,3rd Eye,218642,True,2021-08-27,0.509,0.743,-3.605,0.0728,0.132,7.12e-05,0.107,0.536,196.213
3 Th3 Album,29,Not3s,We Do,156018,True,2021-08-27,0.505,0.652,-7.1,0.187,0.109,0.00304,0.152,0.586,118.236
3 Th3 Album,45,Not3s,Boom Bam (feat. Young T & Bugsey),212698,False,2021-08-27,0.791,0.598,-5.618,0.166,0.189,0.00276,0.268,0.891,109.963
3 Th3 Album,46,Not3s,Party Up,217667,True,2021-08-27,0.735,0.568,-6.451,0.0588,0.00947,4.99e-05,0.21,0.671,101.864
3 Th3 Album,36,Not3s,Bankroll (feat. Tiwa Savage & Avelino),208018,True,2021-08-27,0.59,0.804,-5.439,0.281,0.211,0.0,0.125,0.5,97.692
3 Th3 Album,32,Not3s,Counting,169206,True,2021-08-27,0.745,0.66,-6.169,0.0753,0.00954,0.155,0.115,0.607,99.099
3 Th3 Album,31,Not3s,Quarter Past Three,213038,True,2021-08-27,0.654,0.673,-5.393,0.0423,0.0783,0.00171,0.0875,0.596,92.023
3 Th3 Album,32,Not3s,With Who,169340,True,2021-08-27,0.614,0.45,-8.719,0.182,0.118,0.0,0.15,0.592,141.108
