album,popularity,artist,name,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Richer Than I Ever Been,66,Rick Ross,Little Havana (feat. Willie Falcon & The-Dream),226072,True,2021-12-10,0.589,0.654,-4.633,0.299,0.297,0.0,0.199,0.49,86.284
Richer Than I Ever Been,66,Rick Ross,The Pulitzer,138914,True,2021-12-10,0.703,0.637,-7.398,0.131,0.0135,4.41e-06,0.134,0.323,80.098
Richer Than I Ever Been,66,Rick Ross,Rapper Estates (feat. Benny The Butcher),203207,True,2021-12-10,0.532,0.874,-4.232,0.328,0.175,0.0,0.0867,0.358,87.227
Richer Than I Ever Been,64,Rick Ross,Marathon,222155,True,2021-12-10,0.456,0.576,-9.961,0.0738,0.313,0.0,0.299,0.0849,150.141
Richer Than I Ever Been,65,Rick Ross,Warm Words in a Cold World (feat. Wale & Future),220521,True,2021-12-10,0.761,0.748,-6.836,0.333,0.198,0.0,0.284,0.795,92.049
Richer Than I Ever Been,63,Rick Ross,Wiggle (feat. DreamDoll),161525,True,2021-12-10,0.838,0.788,-6.467,0.127,0.035,0.0,0.294,0.707,89.012
Richer Than I Ever Been,63,Rick Ross,Can't Be Broke (feat. Yungeen Ace & Major Nine),253452,True,2021-12-10,0.801,0.55,-9.183,0.289,0.31,0.0,0.0677,0.539,106.983
Richer Than I Ever Been,63,Rick Ross,Made it Out Alive (feat. Blxst),218432,True,2021-12-10,0.522,0.639,-6.871,0.175,0.0711,0.0,0.126,0.712,84.509
Richer Than I Ever Been,64,Rick Ross,Outlawz (feat. Jazmine Sullivan & 21 Savage),289826,True,2021-12-10,0.381,0.75,-4.052,0.309,0.0683,0.0,0.349,0.56,149.623
Richer Than I Ever Been,62,Rick Ross,Imperial High,202164,True,2021-12-10,0.581,0.734,-5.094,0.0752,0.154,0.0,0.134,0.252,79.09
Richer Than I Ever Been,68,Rick Ross,Richer Than I Ever Been,172570,True,2021-12-10,0.669,0.844,-2.166,0.251,0.0194,0.0,0.743,0.412,75.975
Richer Than I Ever Been,62,Rick Ross,Hella Smoke (feat. Wiz Khalifa),219769,True,2021-12-10,0.586,0.703,-4.541,0.431,0.189,0.0,0.818,0.597,81.422
KEYS,63,Alicia Keys,Plentiful (Originals) (feat. Pusha T),188573,False,2021-12-10,0.664,0.765,-6.145,0.134,0.243,0.000699,0.11,0.149,82.171
KEYS,60,Alicia Keys,Skydive (Originals),184320,False,2021-12-10,0.464,0.633,-6.816,0.231,0.89,0.000368,0.345,0.574,151.628
KEYS,60,Alicia Keys,Best Of Me (Originals),239306,False,2021-12-10,0.742,0.872,-6.439,0.0656,0.123,0.00314,0.102,0.814,79.979
KEYS,59,Alicia Keys,Dead End Road (Originals),212093,False,2021-12-10,0.601,0.397,-5.861,0.032,0.95,0.0,0.232,0.133,114.697
KEYS,58,Alicia Keys,Is It Insane (Originals),381053,False,2021-12-10,0.415,0.25,-11.81,0.0305,0.884,2.59e-05,0.124,0.114,91.984
KEYS,58,Alicia Keys,Billions (Originals),199573,True,2021-12-10,0.381,0.565,-6.15,0.0301,0.255,8.62e-06,0.124,0.0552,100.378
KEYS,57,Alicia Keys,Love When You Call My Name (Originals),217253,False,2021-12-10,0.553,0.431,-7.588,0.0298,0.902,0.0116,0.113,0.191,104.889
KEYS,57,Alicia Keys,Only You (Originals),195746,False,2021-12-10,0.294,0.283,-10.538,0.0303,0.963,0.167,0.174,0.199,129.614
KEYS,56,Alicia Keys,Daffodils (Originals),273186,False,2021-12-10,0.274,0.283,-6.642,0.0289,0.978,1.52e-05,0.115,0.161,171.043
KEYS,66,Alicia Keys,Old Memories (Originals),179373,False,2021-12-10,0.455,0.37,-8.485,0.0445,0.808,3.3e-06,0.386,0.178,179.815
KEYS,56,Alicia Keys,Nat King Cole (Originals),219946,False,2021-12-10,0.488,0.577,-7.349,0.0494,0.81,0.00322,0.132,0.228,126.16
KEYS,56,Alicia Keys,Paper Flowers (Originals) (feat. Brandi Carlile),204253,False,2021-12-10,0.301,0.376,-7.639,0.0376,0.918,0.00011,0.238,0.101,72.024
KEYS,55,Alicia Keys,Like Water (Originals),237293,False,2021-12-10,0.391,0.351,-7.294,0.0365,0.971,0.000545,0.12,0.393,78.919
KEYS,55,Alicia Keys,KEYS,85826,False,2021-12-10,0.2,0.165,-20.825,0.0392,0.99,0.894,0.111,0.085,74.601
KEYS,55,Alicia Keys,Only You (Unlocked),191573,False,2021-12-10,0.731,0.622,-6.667,0.0329,0.509,0.000608,0.128,0.248,101.008
KEYS,54,Alicia Keys,Skydive (Unlocked),183160,False,2021-12-10,0.787,0.715,-5.283,0.135,0.154,0.000474,0.164,0.841,92.956
KEYS,54,Alicia Keys,Best Of Me (Unlocked),223866,False,2021-12-10,0.675,0.723,-6.389,0.124,0.259,0.0103,0.12,0.627,79.957
KEYS,55,Alicia Keys,LALA (Unlocked) (feat. Swae Lee),271226,False,2021-12-10,0.577,0.563,-5.188,0.275,0.0837,0.000291,0.119,0.358,139.457
KEYS,55,Alicia Keys,Nat King Cole (Unlocked) (feat. Lil Wayne),245626,False,2021-12-10,0.561,0.736,-4.538,0.0532,0.0659,0.0,0.306,0.36,126.11
KEYS,54,Alicia Keys,Is It Insane (Unlocked),267840,False,2021-12-10,0.625,0.301,-6.877,0.0288,0.579,0.00745,0.15,0.194,84.734
KEYS,65,Alicia Keys,Come For Me (Unlocked) (feat. Khalid & Lucky Daye),209853,False,2021-12-10,0.668,0.511,-7.221,0.229,0.365,8.23e-06,0.0944,0.45,140.977
KEYS,53,Alicia Keys,Old Memories (Unlocked),232693,False,2021-12-10,0.499,0.775,-4.354,0.0745,0.0277,1.08e-05,0.113,0.251,121.68
KEYS,52,Alicia Keys,Dead End Road (Unlocked),212426,False,2021-12-10,0.698,0.475,-8.509,0.0753,0.313,0.00264,0.0899,0.144,126.762
KEYS,52,Alicia Keys,Love When You Call My Name (Unlocked),195706,False,2021-12-10,0.728,0.554,-3.988,0.0241,0.0713,0.275,0.149,0.194,107.029
KEYS,52,Alicia Keys,Daffodils (Unlocked),184880,False,2021-12-10,0.601,0.867,-5.112,0.0616,0.415,1.32e-05,0.237,0.384,115.333
KEYS,52,Alicia Keys,Billions (Unlocked),180933,True,2021-12-10,0.617,0.613,-8.792,0.101,0.646,0.291,0.168,0.311,130.005
For Those Who Can't Be Here,67,Tom Walker,For Those Who Can't Be Here,183079,False,2021-12-06,0.621,0.543,-2.976,0.0268,0.705,0.0,0.147,0.231,125.941
Headliner,49,NSG,Only God Can Judge Me,213266,True,2021-12-09,0.627,0.674,-5.923,0.303,0.052,0.0,0.0746,0.427,65.86
Headliner,51,NSG,Suzanna (feat. Patoranking),215412,True,2021-12-09,0.936,0.516,-7.381,0.0817,0.441,0.0141,0.105,0.559,102.984
Headliner,60,NSG,Headliner,207057,True,2021-12-09,0.885,0.604,-6.955,0.277,0.122,3.66e-06,0.312,0.501,104.004
Make Believe,42,Cian Ducrot,Crocodiles,240065,False,2021-12-09,0.546,0.44,-10.974,0.0381,0.651,0.0,0.113,0.352,139.48
Make Believe,27,Cian Ducrot,Chewing Gum,195490,False,2021-12-09,0.719,0.743,-7.91,0.0385,0.0107,1.47e-05,0.229,0.853,130.021
Make Believe,40,Cian Ducrot,Not Usually Like This,199851,True,2021-12-09,0.702,0.475,-9.048,0.0922,0.683,0.0,0.156,0.754,134.935
Make Believe,33,Cian Ducrot,Make Believe,233440,True,2021-12-09,0.549,0.466,-8.71,0.0263,0.556,0.0,0.163,0.281,109.304
Make Believe,33,Cian Ducrot,Know Me Again,255255,False,2021-12-09,0.554,0.404,-10.36,0.028,0.845,3.08e-06,0.108,0.476,134.02
Make Believe,29,Cian Ducrot,Happier Without Me,220171,False,2021-12-09,0.398,0.248,-10.832,0.0355,0.436,0.0,0.0835,0.199,159.941
Make Believe,33,Cian Ducrot,Hello Gorgeous,204258,False,2021-12-09,0.392,0.432,-7.483,0.0291,0.789,0.0,0.121,0.181,146.021
Make Believe,28,Cian Ducrot,Blue,204154,False,2021-12-09,0.301,0.289,-11.772,0.0337,0.81,7.87e-06,0.138,0.37,135.869
Seventeen Going Under (Acoustic),55,Sam Fender,Seventeen Going Under - Acoustic,270840,False,2021-12-09,0.528,0.505,-7.611,0.0345,0.768,2.96e-06,0.0873,0.506,74.769
Merry Christmas,88,Ed Sheeran,Merry Christmas,208546,False,2021-12-03,0.594,0.935,-2.018,0.0357,0.243,2.36e-06,0.102,0.602,113.99
2.0,17,JLS,Eternal Love,198493,False,2021-12-03,0.641,0.788,-3.68,0.0438,0.108,0.0,0.22,0.691,154.023
2.0,10,JLS,Postcard,189146,False,2021-12-03,0.646,0.782,-4.487,0.0535,0.119,0.0,0.0744,0.74,92.997
2.0,4,JLS,Priceless,173933,False,2021-12-03,0.766,0.666,-5.883,0.124,0.0897,0.0,0.423,0.878,101.958
2.0,5,JLS,Changed,208640,False,2021-12-03,0.705,0.715,-7.759,0.114,0.0688,0.0,0.151,0.575,118.086
2.0,1,JLS,Audition,180666,False,2021-12-03,0.758,0.781,-4.705,0.0491,0.00765,0.0,0.0887,0.936,126.062
2.0,3,JLS,Love Immortal,170493,False,2021-12-03,0.634,0.626,-7.14,0.0329,0.00383,0.000142,0.0762,0.531,123.042
2.0,7,JLS,Looking At Me,200160,False,2021-12-03,0.664,0.879,-4.756,0.0445,0.0346,0.0,0.138,0.228,108.02
2.0,3,JLS,Nothing Without U,152240,False,2021-12-03,0.475,0.821,-4.229,0.0959,0.27,1.32e-06,0.108,0.814,131.807
2.0,1,JLS,Feel Your Love,169373,False,2021-12-03,0.752,0.933,-4.216,0.0375,0.0531,0.000506,0.118,0.622,129.978
2.0,5,JLS,Day One,180693,False,2021-12-03,0.682,0.81,-4.917,0.0482,0.0176,2.31e-05,0.348,0.626,110.043
2.0,1,JLS,Tango,185226,False,2021-12-03,0.773,0.788,-4.801,0.0636,0.0242,0.0,0.116,0.828,115.991
2.0,4,JLS,DNA,178666,False,2021-12-03,0.741,0.897,-5.199,0.0474,0.00587,0.0,0.133,0.683,100.96
2.0,1,JLS,Glow,185173,False,2021-12-03,0.561,0.75,-6.562,0.0699,0.01,0.0,0.146,0.566,110.118
2.0,1,JLS,Eternal Love (Luca Schreiner Remix),187840,False,2021-12-03,0.466,0.751,-5.558,0.113,0.0114,0.0,0.302,0.65,79.798
Scenic Drive (The Tape),66,Khalid,Intro (feat. Alicia Keys),72293,False,2021-12-03,0.321,0.386,-15.333,0.197,0.289,0.109,0.34,0.402,144.456
Scenic Drive (The Tape),71,Khalid,Present,156040,False,2021-12-03,0.681,0.525,-8.349,0.0337,0.00206,0.0,0.228,0.183,88.013
Scenic Drive (The Tape),71,Khalid,Backseat,174946,True,2021-12-03,0.732,0.576,-7.454,0.0392,0.0223,0.0062,0.175,0.302,134.045
Scenic Drive (The Tape),71,Khalid,Retrograde (feat. 6LACK & Lucky Daye),220133,True,2021-12-03,0.529,0.555,-6.259,0.0401,0.0749,0.000223,0.0726,0.582,179.821
Scenic Drive (The Tape),69,Khalid,Brand New (feat. QUIN),171680,False,2021-12-03,0.641,0.456,-9.279,0.0628,0.106,0.0,0.265,0.308,114.861
Scenic Drive (The Tape),70,Khalid,All I Feel Is Rain (feat. JID),204506,False,2021-12-03,0.64,0.659,-8.307,0.0492,0.116,0.0,0.648,0.569,88.933
Scenic Drive (The Tape),69,Khalid,Voicemail (feat. Kiana Ledé),247426,True,2021-12-03,0.58,0.541,-9.003,0.0397,0.136,0.000119,0.349,0.391,136.756
Scenic Drive (The Tape),70,Khalid,Open (feat. Majid Jordan),227946,False,2021-12-03,0.691,0.501,-9.089,0.045,0.0499,0.00011,0.131,0.332,126.93
Scenic Drive (The Tape),76,Khalid,Scenic Drive (feat. Ari Lennox & Smino),249773,True,2021-12-03,0.367,0.552,-9.109,0.0504,0.0258,0.000217,0.154,0.0778,93.467
It's All Smiles,47,No Rome,Space-Cowboy,122703,False,2021-12-03,0.563,0.636,-4.119,0.0326,0.448,0.00336,0.36,0.35,106.218
It's All Smiles,48,No Rome,How Are You Feeling?,124842,False,2021-12-03,0.542,0.867,-1.625,0.0724,0.0472,0.0012,0.451,0.847,150.002
It's All Smiles,46,No Rome,I Want U,213501,True,2021-12-03,0.509,0.894,-1.136,0.083,0.1,0.0,0.258,0.319,91.881
It's All Smiles,43,No Rome,ITS *N0T* L0V33 (Winter In London),156800,False,2021-12-03,0.536,0.496,-9.628,0.04,0.637,0.254,0.103,0.0719,105.116
It's All Smiles,45,No Rome,When She Comes Around,174720,False,2021-12-03,0.311,0.461,-3.688,0.0407,0.0715,5.74e-06,0.103,0.153,159.673
It's All Smiles,47,No Rome,Secret Beach,185235,True,2021-12-03,0.229,0.833,-1.891,0.0715,0.00535,7.52e-06,0.153,0.227,179.802
It's All Smiles,41,No Rome,Issues (After Dark),104112,False,2021-12-03,0.299,0.51,-9.139,0.0454,0.892,6.49e-05,0.607,0.401,72.579
It's All Smiles,61,No Rome,Remember November / Bitcrush*Yr*Life,188493,True,2021-12-03,0.769,0.826,-3.879,0.0982,0.0465,0.000455,0.119,0.444,128.037
It's All Smiles,43,No Rome,A Place Where Nobody Knows,190120,False,2021-12-03,0.177,0.445,-9.28,0.0382,0.69,0.00175,0.115,0.309,184.773
It's All Smiles,41,No Rome,Everything,162345,False,2021-12-03,0.413,0.824,-2.291,0.0472,0.0267,6.44e-05,0.135,0.385,144.989
Final Rage,26,FLOHIO,Gobezerk,111891,True,2021-12-03,0.874,0.487,-6.855,0.281,0.0916,0.0,0.101,0.62,150.001
Final Rage,25,FLOHIO,Whiplash,170000,True,2021-12-03,0.708,0.63,-7.392,0.229,0.0114,0.0,0.199,0.233,72.016
Final Rage,26,FLOHIO,Rollercoaster,209612,True,2021-12-03,0.868,0.85,-3.251,0.275,0.0927,0.0,0.0953,0.823,155.043
Final Rage,40,FLOHIO,Marbles,161530,True,2021-12-03,0.807,0.814,-2.995,0.0851,0.0115,0.0,0.094,0.875,151.014
It'll Be Okay,88,Shawn Mendes,It'll Be Okay,222800,False,2021-12-01,0.398,0.286,-11.881,0.033,0.616,0.000146,0.0912,0.0666,78.262
i wonder if you wonder,52,Grace Davies,somebody,225920,False,2021-11-26,0.401,0.432,-8.144,0.0343,0.611,0.0,0.101,0.369,86.242
i wonder if you wonder,37,Grace Davies,i met a boy online,194603,False,2021-11-26,0.386,0.353,-8.947,0.0375,0.715,1.45e-05,0.108,0.297,120.982
i wonder if you wonder,37,Grace Davies,roots,214277,False,2021-11-26,0.402,0.357,-11.505,0.0356,0.765,0.0,0.132,0.0591,94.428
i wonder if you wonder,35,Grace Davies,testosterone,190078,False,2021-11-26,0.435,0.353,-9.276,0.0469,0.841,1.39e-06,0.109,0.338,109.132
i wonder if you wonder,36,Grace Davies,used to you,208213,False,2021-11-26,0.387,0.487,-7.944,0.0483,0.228,3.26e-05,0.247,0.402,154.093
i wonder if you wonder,35,Grace Davies,toothbrush,232440,False,2021-11-26,0.682,0.759,-6.744,0.0354,0.0832,0.000277,0.0934,0.504,114.975
white light,26,emie nathan,noman,200000,False,2021-11-26,0.584,0.681,-7.951,0.0686,0.325,0.00825,0.0937,0.334,98.029
white light,25,emie nathan,upstream,195840,False,2021-11-26,0.44,0.404,-7.255,0.0341,0.63,0.0,0.269,0.306,124.68
white light,23,emie nathan,roses,177479,False,2021-11-26,0.534,0.571,-7.387,0.0565,0.273,0.0,0.0809,0.253,118.946
white light,24,emie nathan,white light,211127,False,2021-11-26,0.503,0.522,-6.567,0.061,0.795,0.000137,0.293,0.666,132.641
white light,23,emie nathan,closed doors,193835,False,2021-11-26,0.622,0.402,-7.4,0.0421,0.773,0.0,0.0786,0.178,120.779
white light,24,emie nathan,blue jays,224254,False,2021-11-26,0.442,0.523,-7.921,0.0405,0.353,1.76e-05,0.0939,0.145,165.164
white light,23,emie nathan,full circle,162621,False,2021-11-26,0.509,0.506,-5.251,0.0598,0.0961,7.34e-05,0.149,0.501,114.205
18 & Over,54,Nia Archives,18 & Over,218363,True,2021-11-25,0.552,0.911,-7.305,0.0778,0.00498,0.421,0.0739,0.487,165.953
Knebworth 1996 (Live),52,Oasis,"Columbia (Live at Knebworth, 10 August '96)",287722,False,2021-11-19,0.275,0.806,-4.956,0.0442,1.79e-05,0.824,0.979,0.196,99.911
Knebworth 1996 (Live),51,Oasis,"Acquiesce (Live at Knebworth, 10 August '96)",236778,True,2021-11-19,0.26,0.926,-4.668,0.0619,8.69e-06,0.884,0.982,0.253,124.697
Knebworth 1996 (Live),52,Oasis,"Supersonic (Live at Knebworth, 10 August '96)",309880,False,2021-11-19,0.258,0.928,-4.918,0.0941,4.89e-05,0.489,0.985,0.422,122.963
Knebworth 1996 (Live),50,Oasis,"Hello (Live at Knebworth, 11 August '96)",175536,False,2021-11-19,0.119,0.962,-4.118,0.0842,1.77e-05,0.589,0.856,0.15,149.61
Knebworth 1996 (Live),50,Oasis,"Some Might Say (Live at Knebworth, 11 August '96)",304629,False,2021-11-19,0.168,0.869,-4.122,0.0736,8.75e-06,0.458,0.921,0.177,123.259
Knebworth 1996 (Live),49,Oasis,"Roll With It (Live at Knebworth, 11 August '96)",245376,True,2021-11-19,0.197,0.943,-4.109,0.104,9.59e-06,0.92,0.978,0.113,129.385
Knebworth 1996 (Live),51,Oasis,"Slide Away (Live at Knebworth, 11 August '96)",347653,False,2021-11-19,0.155,0.897,-4.016,0.0688,3.64e-06,0.907,0.962,0.391,132.355
Knebworth 1996 (Live),50,Oasis,"Morning Glory (Live at Knebworth, 11 August '96)",252876,True,2021-11-19,0.213,0.909,-4.167,0.107,2.69e-05,0.605,0.962,0.194,140.566
Knebworth 1996 (Live),48,Oasis,"Round Are Way (Live at Knebworth, 10 August '96)",287878,True,2021-11-19,0.145,0.933,-3.605,0.0783,0.000703,0.687,0.956,0.132,148.025
Knebworth 1996 (Live),48,Oasis,"Cigarettes & Alcohol (Live at Knebworth, 10 August '96)",282916,True,2021-11-19,0.209,0.977,-5.184,0.0855,2.89e-05,0.0129,0.821,0.25,130.462
Knebworth 1996 (Live),49,Oasis,"Whatever (Live at Knebworth, 10 August '96)",359312,True,2021-11-19,0.372,0.737,-5.742,0.0297,0.0872,0.0202,0.931,0.434,94.665
Knebworth 1996 (Live),48,Oasis,"Cast No Shadow (Live at Knebworth, 10 August '96)",286462,True,2021-11-19,0.204,0.812,-5.449,0.0406,0.00134,0.000568,0.758,0.321,92.765
Knebworth 1996 (Live),49,Oasis,"Wonderwall (Live at Knebworth, 10 August '96)",244506,True,2021-11-19,0.18,0.852,-5.524,0.0447,0.000814,0.000285,0.772,0.502,92.246
Knebworth 1996 (Live),47,Oasis,"The Masterplan (Live at Knebworth, 10 August '96)",280119,False,2021-11-19,0.277,0.634,-5.826,0.0325,0.0971,0.0203,0.957,0.205,81.295
Knebworth 1996 (Live),48,Oasis,"Don't Look Back In Anger (Live at Knebworth, 11 August '96)",294939,False,2021-11-19,0.164,0.926,-4.818,0.0656,0.000195,0.882,0.969,0.223,87.794
Knebworth 1996 (Live),46,Oasis,"My Big Mouth (Live at Knebworth, 10 August '96)",310251,False,2021-11-19,0.168,0.953,-4.846,0.0728,3.4e-05,0.23,0.976,0.329,141.359
Knebworth 1996 (Live),45,Oasis,"It's Gettin' Better (Man!!) (Live at Knebworth, 11 August '96)",356542,False,2021-11-19,0.212,0.949,-5.036,0.0693,6.81e-06,0.00743,0.634,0.198,129.438
Knebworth 1996 (Live),47,Oasis,"Live Forever (Live at Knebworth, 10 August '96)",296380,False,2021-11-19,0.113,0.946,-5.32,0.112,0.00109,0.796,0.84,0.217,94.288
Knebworth 1996 (Live),46,Oasis,"Champagne Supernova (Live at Knebworth, 11 August '96)",446246,False,2021-11-19,0.169,0.858,-5.128,0.0937,0.000107,0.22,0.849,0.206,122.081
Knebworth 1996 (Live),45,Oasis,"I Am The Walrus (Live at Knebworth, 11 August '96)",400867,False,2021-11-19,0.181,0.961,-4.999,0.141,0.000693,0.806,0.906,0.0447,102.645
Goldmine (Deluxe),39,Gabby Barrett,I Hope,210772,False,2021-11-19,0.466,0.536,-6.227,0.0429,0.0951,0.0,0.114,0.377,75.998
Goldmine (Deluxe),39,Gabby Barrett,Thank God,178744,False,2021-11-19,0.661,0.714,-5.395,0.0365,0.0134,0.0,0.089,0.569,88.033
Goldmine (Deluxe),40,Gabby Barrett,Write It on My Heart,179849,False,2021-11-19,0.477,0.669,-5.94,0.0824,0.563,0.0,0.14,0.237,169.677
Goldmine (Deluxe),39,Gabby Barrett,Footprints On The Moon,190223,False,2021-11-19,0.506,0.749,-4.982,0.0388,0.00648,2.03e-05,0.223,0.372,151.928
Goldmine (Deluxe),39,Gabby Barrett,You're the Only Reason,179641,False,2021-11-19,0.527,0.558,-4.894,0.0328,0.229,0.0,0.104,0.333,168.019
Goldmine (Deluxe),38,Gabby Barrett,Goldmine,162498,False,2021-11-19,0.636,0.698,-5.203,0.0362,0.0169,0.0,0.0889,0.486,139.987
Goldmine (Deluxe),37,Gabby Barrett,The Good Ones,215140,False,2021-11-19,0.519,0.552,-5.023,0.0259,0.18,0.0,0.149,0.331,89.957
Goldmine (Deluxe),36,Gabby Barrett,Jesus & My Mama,210585,False,2021-11-19,0.417,0.89,-4.451,0.0517,0.00365,0.0,0.104,0.373,90.687
Goldmine (Deluxe),36,Gabby Barrett,Hall of Fame,200767,False,2021-11-19,0.511,0.652,-4.149,0.0436,0.182,0.0,0.0897,0.175,77.76
Goldmine (Deluxe),36,Gabby Barrett,Got Me (feat. Shane & Shane),235904,False,2021-11-19,0.541,0.335,-6.651,0.0307,0.209,0.0,0.115,0.204,119.227
Goldmine (Deluxe),35,Gabby Barrett,Rose Needs a Jack,165822,False,2021-11-19,0.592,0.68,-5.365,0.0418,0.0255,0.0,0.0662,0.734,151.759
Goldmine (Deluxe),37,Gabby Barrett,Strong,205631,False,2021-11-19,0.484,0.538,-6.075,0.0268,0.0646,0.0,0.125,0.376,87.126
Goldmine (Deluxe),35,Gabby Barrett,I Hope (feat. Charlie Puth),211605,False,2021-11-19,0.563,0.576,-6.495,0.0401,0.171,0.0,0.158,0.412,75.019
Goldmine (Deluxe),47,Gabby Barrett,Pick Me Up,169440,False,2021-11-19,0.472,0.701,-4.563,0.0369,0.0387,0.0,0.107,0.515,79.805
Goldmine (Deluxe),51,Gabby Barrett,Never Get It Back,251591,False,2021-11-19,0.528,0.646,-5.006,0.0297,0.000842,0.000126,0.135,0.187,91.979
Goldmine (Deluxe),40,Gabby Barrett,I Will Always Love You,281682,False,2021-11-19,0.408,0.651,-5.406,0.0343,0.426,0.0,0.124,0.139,133.154
Goldmine (Deluxe),41,Gabby Barrett,The Good Ones - Wedding Version,218558,False,2021-11-19,0.392,0.37,-6.111,0.0278,0.807,0.0,0.107,0.242,179.708
30,86,Adele,Strangers By Nature,182163,False,2021-11-19,0.387,0.253,-8.901,0.0336,0.798,0.000159,0.0848,0.134,68.004
30,93,Adele,Easy On Me,224694,False,2021-11-19,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981
30,89,Adele,My Little Love,389107,False,2021-11-19,0.339,0.492,-10.661,0.0559,0.829,0.00377,0.147,0.102,151.865
30,86,Adele,Cry Your Heart Out,255278,False,2021-11-19,0.756,0.713,-6.917,0.102,0.523,3.35e-06,0.248,0.59,125.064
30,94,Adele,Oh My God,225148,False,2021-11-19,0.534,0.725,-3.906,0.046,0.091,0.0,0.0264,0.55,88.098
30,90,Adele,Can I Get It,210384,False,2021-11-19,0.703,0.68,-6.118,0.0431,0.0171,0.0,0.178,0.536,97.985
30,89,Adele,I Drink Wine,376169,False,2021-11-19,0.437,0.565,-5.596,0.0466,0.697,0.0,0.119,0.306,115.389
30,85,Adele,All Night Parking (with Erroll Garner) Interlude,161829,False,2021-11-19,0.734,0.497,-9.666,0.166,0.67,2.35e-05,0.194,0.307,127.989
30,85,Adele,Woman Like Me,300247,False,2021-11-19,0.594,0.37,-10.561,0.173,0.749,3.2e-05,0.132,0.329,145.601
30,85,Adele,Hold On,366004,False,2021-11-19,0.366,0.364,-7.814,0.0433,0.858,1.15e-05,0.165,0.459,165.902
30,87,Adele,To Be Loved,403961,False,2021-11-19,0.356,0.176,-8.291,0.0391,0.843,0.0,0.231,0.289,170.425
30,84,Adele,Love Is A Game,403044,False,2021-11-19,0.269,0.591,-5.79,0.0416,0.453,0.000695,0.0702,0.228,183.793
Home Alone 2,68,D-Block Europe,Intro,133090,True,2021-11-19,0.81,0.508,-9.873,0.216,0.348,0.0,0.097,0.59,109.928
Home Alone 2,67,D-Block Europe,Blood Diamonds,168000,True,2021-11-19,0.804,0.607,-9.212,0.259,0.321,0.0,0.0937,0.472,136.989
Home Alone 2,69,D-Block Europe,No Competition,125454,True,2021-11-19,0.91,0.551,-9.375,0.263,0.245,0.0,0.0924,0.391,130.071
Home Alone 2,70,D-Block Europe,Funny Bunny Nails,170666,True,2021-11-19,0.834,0.48,-8.859,0.321,0.415,3.32e-05,0.168,0.567,135.044
Home Alone 2,67,D-Block Europe,Crypto's & Crime,173727,True,2021-11-19,0.799,0.376,-11.204,0.375,0.38,8.52e-06,0.122,0.0837,133.983
Home Alone 2,65,D-Block Europe,Chrome Hearts,246818,True,2021-11-19,0.78,0.438,-9.598,0.215,0.198,0.0,0.112,0.242,80.977
Home Alone 2,66,D-Block Europe,Money Can't Buy Heart,140727,True,2021-11-19,0.726,0.476,-9.801,0.406,0.432,0.0,0.21,0.157,123.908
Home Alone 2,65,D-Block Europe,Miskeen,301090,True,2021-11-19,0.692,0.517,-7.703,0.417,0.223,0.0,0.101,0.754,112.218
Home Alone 2,64,D-Block Europe,Black Sheep,209454,True,2021-11-19,0.543,0.568,-6.851,0.334,0.36,0.0,0.718,0.456,168.854
Home Alone 2,68,D-Block Europe,Don't Go,222545,True,2021-11-19,0.712,0.437,-13.76,0.391,0.224,0.0,0.147,0.678,77.622
Home Alone 2,65,D-Block Europe,Pay Attention,142409,True,2021-11-19,0.797,0.574,-8.063,0.154,0.0137,6.48e-06,0.109,0.429,160.28
Home Alone 2,63,D-Block Europe,ESTA Denied,183772,True,2021-11-19,0.608,0.452,-11.376,0.464,0.595,0.0,0.116,0.693,132.108
Home Alone 2,63,D-Block Europe,Squid Game,172090,True,2021-11-19,0.892,0.486,-10.168,0.395,0.0799,0.0,0.0982,0.278,126.983
Home Alone 2,63,D-Block Europe,Ski Dream,159272,True,2021-11-19,0.78,0.558,-10.669,0.227,0.0369,0.0,0.101,0.532,133.996
Home Alone 2,62,D-Block Europe,U.K. Duty Paid,183583,True,2021-11-19,0.838,0.553,-11.478,0.222,0.424,0.0,0.148,0.531,114.988
Home Alone 2,65,D-Block Europe,Mood,204764,True,2021-11-19,0.787,0.55,-9.435,0.378,0.244,0.0,0.107,0.677,130.933
Home Alone 2,78,D-Block Europe,Overseas,222154,True,2021-11-19,0.838,0.623,-7.524,0.354,0.532,0.0,0.307,0.811,135.935
Home Alone 2,66,D-Block Europe,Love Is Blind,177258,True,2021-11-19,0.647,0.614,-7.241,0.299,0.16,0.0,0.135,0.638,176.008
Home Alone 2,65,D-Block Europe,Patek Pain,194167,True,2021-11-19,0.588,0.498,-9.76,0.511,0.0687,0.0,0.074,0.434,151.075
Home Alone 2,65,D-Block Europe,Be Polite,188246,True,2021-11-19,0.678,0.625,-7.652,0.36,0.158,0.0,0.0942,0.565,102.202
Home Alone 2,76,D-Block Europe,Make You Smile,179348,True,2021-11-19,0.839,0.809,-6.509,0.196,0.578,0.0,0.0896,0.63,130.037
Home Alone 2,67,D-Block Europe,Desire,189852,True,2021-11-19,0.686,0.523,-9.454,0.32,0.309,0.0,0.163,0.497,86.052
